ELEXP,ELCNS,PUBID,REGION,CENDIV,PBA,PUBCLIM,SQFT,SQFTC,RFTILT,BLDSHP,NFLOOR,ATTIC,PBAPLUS,GOVOWN,OWNTYPE,NOCC,NOCCAT,OWNOCC,OPEN24,OPNMF,OPNWE,NWKER,NWKERC,ELUSED,SLFCON,BOILER,REHEAT,FIREPLC,ELCOOL,EVAPCL,ECN,ELCOOK,ELMANU,SOGENR,ENRGYPLN,PCTERM,LAPTOP,SERVER,PCTERMN,SRVRCLST,LGOFFDEV,SMOFFDEV,TVVIDEO,FLUOR,BULB,HALO,LED,SCHED,OCSN,SKYLT
775800.0,5483285.0,1,3,5,2,3,210000,8,1,6,994,2,4,1,8,1,2,2.0,2,1,2,350,8,1,2.0,2.0,2.0,2.0,1,2.0,1.0,2,2,2,2.0,1.0,1.0,1.0,250.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
77933.0,448027.0,2,4,9,2,4,28000,5,1,11,5,2,6,2,2,2,3,2.0,2,1,2,12,4,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2,2,1,2.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
3472.0,15354.0,3,3,5,8,4,2100,2,3,2,1,1,18,2,3,1,2,2.0,2,1,2,6,3,1,2.0,2.0,2.0,2.0,1,2.0,1.0,2,2,2,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
41197.0,578621.0,4,3,7,5,5,240000,8,1,2,1,2,9,2,1,2,3,2.0,2,1,2,34,5,1,1.0,1.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,1.0,1.0,1.0,15.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0
33688.0,378243.0,5,1,2,5,3,295000,8,1,1,1,2,9,2,1,2,3,2.0,2,1,1,10,4,1,2.0,2.0,2.0,2.0,2,2.0,2.0,2,2,2,2.0,1.0,2.0,2.0,10.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
83464.0,791765.0,6,3,5,14,3,94000,6,1,9,2,2,28,1,10,1,2,1.0,2,1,1,112,7,1,2.0,1.0,2.0,2.0,1,2.0,1.0,1,2,2,1.0,1.0,1.0,1.0,25.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0
41661.0,586563.0,7,4,8,14,5,41000,5,1,2,2,2,54,2,5,1,2,1.0,2,1,2,43,5,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,1.0,1.0,1.0,80.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
77439.0,877997.0,8,2,3,5,2,122000,7,1,1,2,2,9,1,8,1,2,1.0,1,1,1,110,7,1,2.0,1.0,2.0,2.0,1,2.0,1.0,2,2,2,2.0,1.0,1.0,1.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
68336.0,725930.0,9,4,8,25,2,96000,6,1,1,1,2,42,2,1,1,2,2.0,2,1,1,30,5,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,1.0,2.0,1.0,10.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
158941.0,1461170.0,10,1,2,14,2,220000,8,1,7,3,1,29,1,9,2,3,1.0,2,1,1,80,6,1,2.0,1.0,2.0,2.0,1,2.0,1.0,2,2,2,1.0,1.0,1.0,1.0,90.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0
13908.0,166544.0,11,1,2,25,3,7500,3,1,1,1,2,42,2,1,1,2,2.0,2,1,1,4,2,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2,2,2,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
576798.0,5085769.0,12,4,9,7,7,350000,8,1,9,5,2,52,1,97,5,3,2.0,2,1,1,250,8,1,2.0,1.0,2.0,2.0,1,2.0,1.0,2,2,1,2.0,1.0,1.0,1.0,428.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0
14249.0,200111.0,13,4,8,2,3,30500,5,1,2,3,1,2,2,2,5,3,1.0,2,1,2,25,5,1,2.0,1.0,2.0,2.0,1,2.0,1.0,1,2,2,2.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0
6795.0,58657.0,14,3,7,14,4,8000,3,3,2,1,2,28,1,10,1,2,1.0,2,1,2,3,2,1,2.0,1.0,2.0,2.0,1,2.0,1.0,2,2,2,2.0,2.0,1.0,2.0,173.8687725631769,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
2525.0,20774.0,15,2,3,5,2,3000,2,3,1,2,1,10,2,2,1,2,1.0,2,1,2,4,2,1,1.0,2.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
11769.0,160996.0,16,4,8,25,5,8500,3,1,2,1,1,42,2,1,1,2,2.0,2,1,1,2,2,1,2.0,2.0,2.0,2.0,1,2.0,1.0,2,2,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0
52848.0,486063.0,17,3,5,14,4,51000,6,1,6,1,2,28,1,10,1,2,1.0,2,1,2,48,5,1,1.0,2.0,2.0,2.0,1,2.0,2.0,1,2,2,1.0,1.0,1.0,1.0,80.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0
390831.0,4529445.0,18,4,9,5,7,2100000,10,2,2,4,2,9,2,2,1,2,2.0,2,1,1,800,9,1,2.0,2.0,2.0,2.0,1,2.0,1.0,2,2,2,2.0,1.0,1.0,1.0,50.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
294586.0,3046373.0,19,3,6,2,4,184000,7,1,3,3,2,2,2,2,30,6,2.0,2,1,2,400,8,1,2.0,1.0,2.0,2.0,1,2.0,2.0,1,1,2,2.0,1.0,1.0,1.0,30.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0
2829675.0,30954035.0,20,1,2,2,7,1500000,10,1,1,995,1,6,2,2,40,6,1.0,1,1,1,2500,11,1,2.0,2.0,2.0,2.0,1,2.0,1.0,2,2,1,1.0,1.0,1.0,1.0,3615.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
338196.0,2800997.0,21,2,3,2,3,240000,8,3,2,4,1,4,1,9,3,3,2.0,2,1,2,400,8,1,2.0,1.0,2.0,2.0,1,2.0,1.0,1,2,2,2.0,1.0,1.0,1.0,500.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
459021.0,2336188.0,22,4,9,2,4,210000,8,1,6,994,1,2,2,2,100,7,1.0,1,1,1,500,9,1,2.0,1.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,1.0,1.0,1.0,400.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
53374.0,352198.0,23,1,1,2,1,22000,4,3,2,3,1,4,1,10,2,3,1.0,1,1,1,25,5,1,2.0,1.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,1.0,1.0,1.0,25.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0
178655.0,1692963.0,24,4,9,5,3,116000,7,2,2,1,2,9,2,2,2,3,2.0,2,1,1,20,5,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,1.0,1.0,2.0,15.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
398459.0,2793788.0,25,3,5,2,3,230000,8,1,1,995,2,2,2,2,2,3,2.0,2,1,1,247,7,1,2.0,2.0,1.0,2.0,1,2.0,2.0,2,2,2,1.0,1.0,1.0,1.0,150.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
221378.0,1860602.0,26,1,2,2,3,182000,7,2,2,994,2,2,2,1,20,5,2.0,2,1,1,250,8,1,2.0,1.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,1.0,1.0,2.0,200.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0
1894.0,16487.0,27,3,5,1,5,2800,2,1,2,1,2,1,2,1,0,1,1.0,2,3,2,0,1,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,2.0,2.0,2.0,173.8687725631769,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
253527.2430391694,2705907.729117508,28,3,6,5,3,4550,2,3,2,1,2,10,2,2,1,2,2.0,2,3,2,0,1,2,2.0,2.0,2.0,2.0,2,2.0,2.0,2,2,2,2.0,1.0,1.0,1.0,173.8687725631769,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
463023.0,4835368.0,29,2,3,2,2,420000,8,1,11,994,2,6,2,2,35,6,2.0,2,1,1,1053,10,1,2.0,2.0,1.0,2.0,1,2.0,1.0,1,2,2,1.0,1.0,1.0,1.0,700.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
1769.0,15588.0,30,3,5,2,4,3250,2,2,2,1,2,5,2,3,1,2,2.0,2,1,2,6,3,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
1348060.0,16858027.0,31,3,6,8,4,1000000,9,1,5,3,1,19,2,5,15,5,1.0,1,1,1,1000,10,1,2.0,1.0,2.0,2.0,1,2.0,1.0,1,2,2,1.0,1.0,1.0,1.0,475.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
339955.0,2001015.0,32,4,9,2,4,190000,7,2,1,5,2,2,2,2,1,2,1.0,2,1,2,612,9,1,2.0,1.0,2.0,2.0,1,2.0,1.0,2,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
384779.0,3972921.0,33,3,6,25,4,158000,7,1,2,1,2,42,2,1,8,4,1.0,1,1,1,115,7,1,2.0,2.0,2.0,2.0,1,2.0,2.0,1,2,2,2.0,1.0,1.0,2.0,50.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
88014.0,1046787.0,34,3,5,12,5,62000,6,3,7,2,2,21,2,4,1,2,1.0,2,2,1,15,4,1,2.0,1.0,2.0,2.0,1,2.0,1.0,2,2,2,2.0,1.0,1.0,1.0,15.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0
9272.0,49623.0,35,1,1,26,2,9000,3,2,2,1,2,47,2,2,1,2,2.0,2,1,1,10,4,1,2.0,1.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,1.0,1.0,2.0,13.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
437.0,4289.0,36,3,5,26,3,5400,3,2,2,1,2,48,1,9,1,2,1.0,2,1,2,2,2,1,2.0,1.0,2.0,2.0,2,2.0,2.0,2,2,2,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
17225.0,142981.0,37,3,5,25,3,4500,2,2,11,1,2,43,2,3,1,2,2.0,2,1,1,4,2,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0
26738.0,368188.0,38,4,8,23,5,26500,5,1,2,2,2,50,2,1,3,3,2.0,2,1,1,41,5,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
25725.0,211526.0,39,3,7,14,3,50000,5,1,8,1,2,28,1,10,1,2,1.0,2,1,2,45,5,1,2.0,2.0,2.0,2.0,1,2.0,2.0,1,2,2,1.0,1.0,1.0,2.0,60.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
194441.0,2553788.0,40,1,2,17,3,100001,7,3,11,3,1,36,2,5,1,2,1.0,1,1,1,73,6,1,2.0,1.0,1.0,2.0,1,2.0,2.0,2,2,2,2.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
11036.0,174120.0,41,3,7,5,5,15000,4,3,3,1,2,11,2,3,1,2,2.0,1,1,1,1,2,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2,2,1,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
1921.0,16747.0,42,2,4,13,2,20750,4,2,2,2,2,24,1,10,1,2,1.0,2,1,2,2,2,1,2.0,1.0,2.0,2.0,2,2.0,2.0,2,2,2,2.0,2.0,2.0,2.0,173.8687725631769,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
361924.0,4592604.0,43,4,8,8,3,220000,8,1,9,4,2,19,1,9,3,3,1.0,1,1,1,300,8,1,2.0,1.0,2.0,2.0,1,2.0,1.0,1,2,2,2.0,1.0,1.0,1.0,400.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
259090.0,2140272.0,44,1,1,2,2,360000,8,1,1,994,1,6,2,2,150,8,1.0,2,1,1,1500,10,1,1.0,1.0,2.0,2.0,1,2.0,1.0,1,2,2,2.0,1.0,1.0,1.0,2200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
404692.0,3601757.0,45,1,2,14,3,500001,9,1,6,4,1,29,1,10,1,2,1.0,2,1,1,400,8,1,1.0,1.0,2.0,2.0,1,2.0,2.0,2,2,1,2.0,1.0,1.0,1.0,500.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0
9833.0,109463.0,46,3,5,12,4,11250,4,3,2,2,2,21,2,4,1,2,1.0,2,1,1,3,2,1,2.0,2.0,2.0,2.0,1,2.0,2.0,1,2,2,2.0,2.0,1.0,2.0,173.8687725631769,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0
51157.0,396124.0,47,4,9,5,4,62000,6,1,2,2,2,9,2,2,7,4,2.0,2,1,2,56,6,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,1.0,1.0,2.0,25.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0
648.0,3747.0,48,3,6,1,4,300000,8,3,10,6,1,1,2,3,0,1,1.0,2,3,2,0,1,1,2.0,2.0,2.0,2.0,1,2.0,1.0,2,2,2,2.0,1.0,1.0,1.0,173.8687725631769,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
284335.0,3407094.0,49,2,3,2,2,260000,8,1,2,7,2,4,1,10,1,2,1.0,1,1,1,53,6,1,2.0,1.0,2.0,2.0,1,2.0,1.0,2,2,2,1.0,2.0,2.0,2.0,173.8687725631769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
92445.0,1529245.0,50,3,7,2,5,80000,6,1,2,1,2,7,2,3,3,3,2.0,1,1,1,12,4,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,1.0,2.0,2.0,10.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
226336.0,2644846.0,51,2,4,2,3,124000,7,1,1,994,2,6,2,2,7,4,2.0,2,1,1,500,9,1,2.0,1.0,2.0,2.0,1,2.0,1.0,2,2,1,1.0,1.0,1.0,1.0,400.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
199758.0,2787633.0,52,4,8,5,2,260000,8,1,2,1,2,9,2,2,1,2,1.0,1,1,1,40,5,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,1.0,1.0,2.0,15.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0
86427.0,836419.0,53,3,7,14,3,220000,8,1,11,2,2,29,1,10,1,2,1.0,2,1,1,244,7,1,2.0,1.0,2.0,2.0,1,2.0,1.0,1,2,2,1.0,1.0,1.0,1.0,355.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
24012.0,178355.0,54,2,3,12,2,50000,5,2,2,1,2,21,2,4,1,2,1.0,2,1,1,11,4,1,2.0,2.0,2.0,2.0,1,2.0,1.0,1,2,2,2.0,1.0,1.0,1.0,15.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0
277878.0,2906317.0,55,4,9,16,7,230000,8,1,2,6,1,35,2,5,1,2,1.0,1,1,1,400,8,1,2.0,1.0,2.0,2.0,1,2.0,2.0,1,2,2,2.0,1.0,1.0,1.0,300.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0
7576.0,92820.0,56,3,7,26,4,25000,4,1,2,1,2,47,1,8,1,2,1.0,2,1,1,6,3,1,1.0,2.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,1.0,1.0,1.0,18.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
570612.0,5186530.0,57,2,3,6,2,110000,7,1,2,1,2,14,2,2,2,3,1.0,1,1,1,50,6,1,2.0,2.0,2.0,2.0,1,1.0,1.0,1,2,2,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
40835.0,258919.0,58,4,8,25,5,41000,5,1,2,1,2,42,2,2,1,2,1.0,2,1,1,50,6,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2,2,2,1.0,1.0,1.0,2.0,10.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
466638.0,4867828.0,59,3,5,25,4,200001,8,1,2,1,2,42,2,2,4,3,2.0,1,1,1,150,7,1,2.0,2.0,2.0,2.0,1,2.0,2.0,1,2,2,1.0,1.0,1.0,2.0,75.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
366716.0,4316154.0,60,3,5,25,4,210000,8,1,2,1,2,42,2,2,4,3,1.0,1,1,1,150,7,1,2.0,2.0,2.0,2.0,1,2.0,2.0,1,2,2,1.0,1.0,1.0,2.0,75.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
68555.0,758472.0,61,1,2,5,2,63000,6,1,2,1,2,9,2,2,2,3,2.0,2,1,2,20,5,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,1.0,2.0,2.0,80.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
12219.0,111706.0,62,2,3,15,3,8400,3,3,1,2,1,33,2,3,2,3,1.0,2,1,1,6,3,1,2.0,2.0,2.0,2.0,1,2.0,2.0,1,2,2,2.0,2.0,1.0,2.0,173.8687725631769,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0
39711.0,646723.0,63,3,7,23,5,25000,4,1,9,3,1,50,2,3,11,5,1.0,2,1,1,29,5,1,1.0,2.0,2.0,2.0,1,2.0,2.0,1,2,2,2.0,1.0,2.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
1316550.0,13851578.0,64,2,3,2,7,1800000,10,1,2,995,2,6,2,2,42,6,2.0,2,1,1,4500,11,1,2.0,2.0,1.0,2.0,2,2.0,1.0,2,2,2,1.0,1.0,1.0,1.0,1500.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
6293.0,41540.0,65,3,6,26,4,12000,4,2,2,1,2,46,2,3,1,2,1.0,2,1,2,2,2,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2,1,2,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0
3578.0,30842.0,66,3,7,5,4,15250,4,2,2,1,2,10,2,3,1,2,1.0,2,1,1,2,2,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0
32338.0,313374.0,67,1,2,8,2,31000,5,1,1,2,2,18,2,2,1,2,2.0,2,1,2,60,6,1,1.0,2.0,2.0,2.0,1,2.0,2.0,1,2,2,1.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
32011.0,275476.0,68,3,5,5,3,31000,5,2,2,3,2,10,2,2,2,3,1.0,2,2,2,14,4,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2,1,2,2.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
10511.0,162915.0,69,3,7,2,4,12250,4,1,2,1,2,6,2,2,4,3,2.0,2,1,2,30,5,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,1.0,1.0,1.0,22.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
253527.2430391694,2705907.729117508,70,1,2,1,3,25000,4,1,1,2,2,1,2,3,0,1,1.0,2,3,2,0,1,2,2.0,2.0,2.0,2.0,2,2.0,2.0,2,2,2,2.0,1.0,1.0,1.0,173.8687725631769,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
368392.0,3433250.0,71,3,7,2,5,200001,8,1,2,8,2,2,2,1,55,7,1.0,2,1,1,435,8,1,2.0,2.0,1.0,2.0,1,2.0,1.0,1,2,2,1.0,1.0,1.0,1.0,435.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0
25824.0,304468.0,72,3,7,15,3,8000,3,1,2,1,2,32,2,2,1,2,2.0,2,1,1,9,3,1,2.0,2.0,2.0,2.0,1,2.0,2.0,1,2,2,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
2560.0,25131.0,73,3,7,26,3,3300,2,2,2,1,1,48,2,3,2,3,2.0,2,2,1,1,2,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,2.0,1.0,2.0,173.8687725631769,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
136747.0,971288.0,74,1,2,13,3,100000,6,1,2,3,2,24,2,2,1,2,1.0,2,1,1,35,5,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,1.0,2.0,2.0,12.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
13278.0,211034.0,75,3,7,23,4,21000,4,1,2,1,1,50,2,2,4,3,1.0,2,1,1,11,4,1,1.0,2.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
220541.0,2407296.0,76,1,2,14,7,335000,8,3,8,9,2,27,1,9,1,2,1.0,2,1,1,162,7,1,2.0,2.0,2.0,2.0,1,2.0,1.0,2,2,2,2.0,1.0,1.0,1.0,180.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
19956.0,96852.0,77,2,3,2,2,8800,3,3,11,3,1,2,2,4,1,2,1.0,2,2,1,2,2,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2,2,2,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
7619.0,49217.0,78,2,3,13,2,24000,4,2,2,1,2,24,2,3,1,2,1.0,2,2,1,3,2,1,2.0,2.0,2.0,2.0,1,2.0,1.0,1,2,2,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
669.0,5729.0,79,4,8,14,2,1001,2,2,2,1,1,28,1,9,1,2,1.0,2,1,2,1,2,1,1.0,2.0,2.0,2.0,1,2.0,2.0,2,2,2,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0
51897.0,348527.0,80,4,9,5,4,118000,7,1,2,2,2,9,2,2,2,3,2.0,2,1,2,40,5,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,1.0,1.0,1.0,12.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0
82548.0,944304.0,81,2,3,8,1,42500,5,2,2,3,2,18,2,3,1,2,1.0,2,2,2,16,4,1,1.0,2.0,2.0,2.0,2,2.0,1.0,2,2,2,2.0,1.0,1.0,1.0,32.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
97949.0,1156488.0,82,3,7,17,4,64000,6,3,6,2,2,36,2,2,1,2,2.0,1,1,1,25,5,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0
375346.0,2899173.0,83,4,9,2,3,300000,8,1,2,3,1,2,2,2,1,2,1.0,2,1,2,200,7,1,1.0,2.0,2.0,2.0,1,2.0,1.0,2,1,2,1.0,1.0,1.0,1.0,200.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0
2556.0,27122.0,84,3,6,1,4,3000,2,3,2,1,1,1,1,10,0,1,1.0,2,3,2,0,1,1,2.0,2.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,1.0,1.0,1.0,173.8687725631769,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
245984.0,2467259.0,85,1,2,14,3,285000,8,1,4,2,2,29,1,10,1,2,1.0,2,1,1,200,7,1,2.0,1.0,2.0,2.0,1,2.0,2.0,2,2,2,2.0,1.0,1.0,1.0,1200.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0
21897.0,350434.0,86,1,2,2,3,43000,5,2,6,4,1,4,1,8,1,2,1.0,2,1,2,60,6,1,1.0,2.0,2.0,2.0,2,2.0,2.0,2,2,2,2.0,1.0,1.0,1.0,53.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0
131709.0,660963.0,87,4,9,18,4,85000,6,2,4,4,1,40,2,1,1,2,1.0,1,1,1,50,6,1,2.0,2.0,2.0,2.0,1,1.0,2.0,2,2,2,2.0,2.0,1.0,2.0,173.8687725631769,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0
